Sender	Receiver	Amount	Priority
RGQ	BAC	430	N
HAD	HWB	488	U
OOU	ZTU	536	HU
AQD	LRM	502	N
XVV	JLY	693	U
VKA	FVG	178	HU
ONC	CIM	407	U
CBH	UJF	295	U
GZO	PKF	698	HU
DOJ	ZZG	416	U
KQH	MYL	519	HU
UQU	RBX	495	N
JCZ	VKS	290	U
KME	MHR	377	N
CKH	PGR	656	HU
TKA	YXD	461	N
LOB	PNU	644	N
KPZ	OQM	420	N
GCA	QRS	617	N
ZJY	NXR	672	HU
XQU	QGQ	206	N
BKX	NCW	489	N
HSU	IGF	319	U
VQE	IGF	755	N
VSF	XAD	435	U
UUX	PUN	260	N
HNK	DMP	446	U
MIA	BXQ	314	U
YUI	NGS	564	N
GED	SOY	512	HU
BIA	WSK	506	U
RDP	RTI	317	N
EUI	FXR	755	HU
QXV	HMA	364	HU
PID	PTO	217	U
BCS	BGV	382	HU
SEH	VCH	303	U
RZN	UBZ	503	U
FUM	OWR	774	U
NCD	SHU	695	N
JCZ	FDB	451	U
BBY	UWV	282	U
NTD	CHM	596	U
GED	SOB	495	HU
IAR	UCA	540	U
RGG	XED	302	U
YCP	VKO	70	N
YVB	FZZ	308	N
BMT	TGZ	581	HU
NXX	PAE	118	U
YAR	IOY	427	HU
CTR	MTK	511	N
KOV	RWW	624	HU
EFK	FXR	549	N
XHF	VQC	401	HU
UWV	MHV	311	N
JGG	MIA	503	N
JZZ	HGC	304	N
LVL	HMZ	785	N
RAE	AQD	510	N
QMI	JMX	518	N
CJG	PID	582	U
SSS	HRF	509	U
VJA	AXS	470	U
VXP	JAD	564	N
PBC	ZVD	490	N
RRN	QVW	233	N
OBI	HSX	680	U
QRS	QRG	709	HU
SLR	KGO	639	N
DVF	TWD	871	N
KCM	VLW	587	N
QSU	XSK	208	HU
BLT	RCS	694	U
AYK	SJI	511	N
ZUO	GZQ	381	N
RQR	TGZ	519	U
GCA	YPK	784	U
VPO	AEG	632	N
KWZ	VCD	694	U
ONE	BWO	373	N
LHY	ZPX	288	HU
QOW	RTI	330	HU
CLK	RRJ	996	N
GOJ	XQU	352	N
RUO	UWV	331	HU
SIF	ECV	719	N
NER	XVD	709	U
OBI	JEG	620	U
VHO	OTD	298	HU
QSU	EDI	296	N
XHF	JKR	751	U
KEU	ONC	683	U
VKS	SKP	499	HU
HAD	OFO	733	U
ZJY	BUN	334	HU
OGD	RFL	503	HU
YKU	XBA	386	U
SRZ	XSD	419	U
BOD	EAW	635	N
FSK	SWT	471	HU
IGT	PIH	282	N
ZWY	NTD	464	HU
DKD	WGA	555	HU
VQC	STC	787	HU
EFU	SZB	669	N
SIV	NGA	693	N
CHS	VQA	226	HU
SXR	UJF	364	N
NXR	KNR	687	HU
JAZ	OKU	278	U
IAR	LUO	416	N
ODH	WOV	245	U
VQC	XQF	79	U
HZE	BOD	77	U
UCA	SQA	445	HU
NSL	CBH	696	N
JNF	CTR	469	N
BBH	SEH	596	HU
UWR	ZMJ	32	HU
XKJ	NZW	648	N
JWA	CBF	489	HU
DDC	TQH	648	U
SXR	SBP	320	HU
UYB	DNL	507	N
ZWP	VWX	557	HU
CUK	NRU	469	HU
OFO	EFU	674	HU
AVF	HVJ	687	N
RRN	PML	826	HU
RPD	UFZ	346	HU
FAF	DGN	701	U
DRL	XJY	480	N
DVF	QZO	472	U
LZB	HVJ	621	N
VPO	KME	188	N
APT	DWZ	705	U
RQF	NXH	687	U
CIM	XTX	652	N
ZUL	SXN	495	U
AXT	SWX	570	U
FRM	QSZ	90	N
RDP	GIC	643	U
ZMO	OUA	812	HU
HNK	AVM	228	HU
AEL	LUO	381	U
KHM	DVR	321	HU
ALJ	YQW	441	U
GJV	VOM	787	HU
DRV	SBH	437	N
LBB	JKU	78	N
KGO	EBF	521	N
SJN	OBY	676	N
OWU	SDS	612	U
ZIM	AXT	430	N
ZQJ	YRG	284	HU
GBV	BZC	419	U
GZM	QYR	456	N
YAR	YVB	762	U
ILL	FUM	961	HU
SHU	DEG	264	N
FWD	VKA	706	U
VCP	GVS	556	U
FFJ	EOH	498	U
YPK	FSX	349	HU
ZJB	OTD	428	U
JCF	TUF	598	U
WMF	DVH	1268	N
ZPO	TYL	636	U
UPD	ZAG	397	U
ROO	EOU	521	HU
BWO	EDR	491	HU
YSR	SHG	697	HU
ITQ	HPA	633	U
JIA	EFK	579	N
KUA	RBL	419	N
EDI	HXK	531	HU
DEG	AVF	163	HU
UPD	QSU	478	HU
FUX	FPH	385	N
YAD	GZM	475	U
FCY	OEF	444	U
LKR	QTZ	413	U
FVE	BHA	481	N
XPK	OWU	109	N
VQA	ZPX	325	U
SIF	DWZ	466	HU
RWC	EOU	269	U
EQF	VKA	714	HU
BAE	MHM	448	N
QFW	GRC	725	HU
TKE	HBF	193	HU
GOX	GBV	571	U
VSG	NUT	676	U
ZPX	OVH	575	N
UXY	NVT	643	N
ZVD	MGI	478	U
ZKP	VKO	392	N
RPD	GYR	417	U
CBJ	CUK	477	HU
HWH	NGA	306	HU
AJY	MIW	785	N
ZVX	UAZ	583	HU
SOW	ERF	460	U
KJH	YKD	247	HU
VHO	VXM	158	N
JKU	LGB	391	HU
BKX	KPZ	635	U
RBL	OWR	587	U
NZW	TKA	831	U
UOA	ZYH	490	U
XHF	BKV	141	U
ZOP	BHB	713	N
SFL	ZKP	375	N
EIV	MTK	727	U
XDF	GCA	137	N
YWP	ICL	365	HU
MNR	ITZ	177	HU
ILR	JBR	620	U
DAZ	XAD	29	U
YQI	JGG	427	HU
CGX	KVY	204	HU
XHN	QHW	293	HU
KHM	PGP	563	N
RRN	YVF	273	N
JRY	HJY	676	U
NXX	ZAG	393	N
FWK	YVI	671	N
BEX	IHN	649	U
QLI	GRC	791	U
DLI	ZIM	706	N
YVB	UZH	438	N
BMT	JCZ	727	N
BHB	HCB	599	U
PIH	APT	657	U
YYU	BGV	829	HU
SWX	OGD	359	N
CEW	MYL	402	HU
TWZ	FUX	137	N
KUL	TVY	745	HU
GBV	SZB	515	U
CZY	DYE	623	HU
BOD	DVF	393	N
FQM	XAH	510	U
NDU	TYP	578	U
ITZ	BLT	471	HU
IWU	DNL	443	N
FCU	ZAG	179	HU
WVY	QYJ	585	N
BMT	KGF	692	U
VFO	UHB	657	U
TLF	ZGI	38	HU
GEM	MFZ	309	U
VRW	MFI	652	U
EDR	QRM	611	N
QGZ	OMV	726	HU
VKA	PKF	546	N
WGM	SYS	106	HU
NER	NGF	161	HU
VQE	EQF	643	N
KPZ	CEW	390	HU
RRJ	PUN	22	U
VQO	CEP	63	HU
PGD	ADN	427	N
SBP	CIC	430	N
DSB	PKO	465	HU
QGZ	XXS	459	HU
RFL	FAF	318	HU
FUM	VZB	593	HU
LZJ	VKA	273	HU
AJH	VKA	802	HU
XED	LGB	958	N
SQA	ZPO	167	U
KPY	EYP	516	HU
MYL	FCU	819	N
CGO	MTP	378	N
TKA	QZJ	567	U
SSS	KHW	488	U
DAZ	ISF	262	U
TYP	AJY	348	N
ANK	LWN	563	N
UQU	ZGX	825	N
UHB	XHF	851	U
KQK	DYX	160	U
WGM	LPO	438	N
JWA	XQU	592	HU
JRY	QGP	371	N
GRC	HES	63	N
DAZ	DYE	290	N
MIW	GBP	500	N
GJV	EFU	434	N
AYI	FZM	621	N
OJH	PQT	449	N
UAZ	KPC	677	U
MYG	UBZ	511	N
OQM	UYB	952	HU
HGA	YVI	353	U
NZW	SMD	402	N
OVH	RDQ	685	HU
BUS	GBV	131	HU
VQC	UXP	764	HU
RJX	UIO	585	U
JCH	QJQ	639	N
DMP	CKH	367	HU
LPO	IIR	155	U
LVL	NIN	498	HU
DDK	QMI	383	HU
DOA	PFY	723	N
MFZ	SRE	356	N
KDX	YXH	168	N
QLI	YYU	397	N
JMV	DSB	785	U
CHS	OVR	550	U
ARR	AEK	359	N
XWM	SXN	258	U
CBO	AJU	887	HU
STC	RBX	546	U
JMX	ADN	267	N
CIC	TYL	510	U
YGM	YXQ	430	HU
DMV	FLU	574	U
NGF	LRM	659	HU
QZO	SUS	503	N
XSN	WGM	373	HU
JNF	JCF	926	U
XPK	KWZ	461	U
KDX	QVW	371	HU
ENT	TNY	690	N
ACC	THN	733	U
OWU	GMI	479	U
LWJ	SFM	756	N
RPM	XKJ	876	HU
OEF	ZUL	830	U
YBB	IBK	137	U
ILT	MYZ	395	U
EFC	CIU	569	N
MLW	JRG	627	U
VSJ	DPJ	797	HU
QOY	ZIM	476	N
NZY	BEX	257	U
ONK	XWM	390	N
TGZ	JIT	346	HU
SEH	LRF	520	U
FLU	CZY	498	N
RRN	HWB	1058	N
SOY	NYT	551	HU
TWZ	XQU	759	N
NKZ	FGF	371	N
UKJ	HWH	136	U
RCT	DRV	296	U
CLK	VSP	193	N
VWW	TRK	401	U
ZHF	ZPO	529	N
WBY	UEK	293	N
FTT	LUQ	603	U
MJU	CEP	635	HU
WKS	VJA	435	N
LGB	AXS	827	HU
GVS	WFM	957	HU
RGQ	ANK	223	HU
SIV	SWX	348	HU
YGM	HPA	485	HU
CBH	DWZ	696	HU
LZB	BWO	59	HU
BKX	PGR	629	U
ZYH	IAQ	340	U
MYG	PGZ	711	HU
OKU	KGV	394	U
QFG	EDI	516	N
LZB	YAR	253	HU
PML	YJP	356	N
WMF	RCS	362	HU
GZM	FWD	607	HU
HWB	VKS	185	HU
BLT	CZY	584	N
JCH	ZCR	48	U
HBF	NRH	453	HU
ZWD	KZQ	868	N
CZY	BUP	273	U
GOX	DDV	726	N
ZFS	ZHF	424	N
SBH	HGD	708	N
III	ZTU	814	HU
JAZ	HWH	529	N
BNC	HFP	326	U
VLG	LZB	548	U
BKV	GTY	803	HU
RTI	ALJ	587	U
CGO	BBY	514	N
WFM	XQF	736	N
MFI	SMD	669	U
WCN	MPP	478	HU
KQU	CJG	342	N
CIM	NXH	462	U
DOJ	ZCV	568	HU
YMC	GWQ	573	N
CCI	NVN	233	N
OJA	ZQJ	824	N
PRS	YKU	487	HU
SOD	CBF	117	N
EJZ	TTS	426	HU
PHV	VOA	183	U
AJH	SWL	467	U
JOJ	MYT	366	HU
XAD	XOT	582	N
SOW	UKE	168	HU
LKF	FUM	136	N
VOA	VWX	282	N
QOW	PGE	539	N
NOH	LNA	424	HU
JBR	EJO	768	U
WVY	RPM	681	HU
GFC	LBB	725	N
ZZQ	GTY	522	HU
IGT	RQF	570	HU
KSL	RJX	411	HU
WTJ	LPD	448	U
SKP	VKO	676	U
YXH	UUX	378	N
SOY	ITQ	431	HU
SOQ	BTY	415	U
MNT	OOU	659	HU
CEW	FSK	990	U
HFJ	CIN	203	N
GOJ	TPT	783	U
LWJ	ZCV	543	U
AXX	OVR	235	N
CFU	QKC	140	N
GOJ	EUI	557	U
IKB	DNH	422	U
TDX	WNA	731	U
GIC	GBP	624	U
SBP	VPO	383	U
KPZ	VSJ	442	U
TQH	CHS	365	U
HES	KPY	891	HU
WBY	PYK	235	HU
ILL	ZTW	696	N
XEW	JPU	422	N
JLP	CGO	510	HU
RDQ	NXX	560	U
XPK	DED	266	U
FZZ	FSK	511	N
TYL	VSJ	955	N
WCF	AXK	599	HU
UEK	BAB	311	HU
LBB	ETI	481	N
CBF	BLT	767	HU
FUX	UKE	814	U
JUE	GZC	683	U
CBF	MRB	626	U
AYK	CBO	434	HU
MLW	UES	483	U
CHS	PGE	382	HU
CBJ	HRI	757	U
QSU	RTI	136	HU
UYU	UNO	380	N
VSP	NGF	710	U
QRM	URY	510	HU
DVH	IJD	586	U
CIC	XMH	356	N
FDB	ZKP	556	HU
THI	ZTY	648	HU
PYK	JFB	427	N
IGF	PYK	380	HU
XSD	HMA	732	HU
XTX	ZQJ	391	U
OVR	SST	637	N
BGV	ECV	592	HU
LXX	AEK	682	HU
ICL	BUP	475	U
UES	RRN	548	U
UWV	DDK	519	N
QJQ	LPO	632	N
ZIM	WEW	489	U
KPY	ZZG	673	N
MPP	GAM	554	U
LQN	LKF	379	HU
EZW	KPY	641	HU
KHW	OJH	232	U
OMZ	XMX	1000	U
VCD	KUI	374	U
TIP	NER	517	U
KHM	OEF	477	HU
JTW	CIU	164	N
PGP	KCM	378	U
WPL	IHI	729	N
XDF	NZW	507	U
KLF	FSK	464	N
OUF	SJI	199	N
UUX	RYV	576	U
JBT	XTN	393	HU
YQM	DNL	505	U
FLU	KCM	714	N
KNR	FCU	102	HU
YVJ	SIV	684	HU
GHY	NIN	388	U
QTZ	XPK	760	HU
BQI	ZVX	1072	N
GJK	EOZ	476	HU
VSP	JHH	550	U
LRF	FVG	691	N
UTG	FCY	267	HU
UKX	SSP	915	HU
JRG	SIV	527	HU
IFV	EKM	573	HU
NOG	ZQJ	752	U
JRY	CKH	166	U
EDI	RFL	658	N
AJU	HAD	413	U
MLJ	AQD	551	N
NYT	BKX	460	HU
SSS	LOB	457	HU
AQD	IGT	568	HU
QSZ	FVE	1014	HU
JKU	OEF	396	N
FLV	NSL	645	U
RWH	QOW	134	U
EJO	YQI	382	N
JUE	TKJ	681	HU
KZS	GZM	514	HU
OKU	HNK	866	U
PBC	TUF	736	U
PHV	TWZ	577	HU
RYV	QVN	356	U
HMA	VQC	499	HU
CTS	GZC	647	N
IAR	WBY	463	HU
RDQ	GJV	606	HU
ZQJ	PIH	622	U
HPD	BAX	591	U
GYR	QTZ	164	HU
BIA	MHM	735	N
MOI	YXD	731	N
UXY	GTY	763	U
HWH	KLF	622	N
IAR	ADF	544	HU
YZA	KQK	502	N
OCX	CJG	625	N
HMA	BUP	299	U
IFV	KNG	667	HU
RWC	GZO	463	N
FXR	VKS	597	HU
GAM	KGV	894	N
SKK	FTT	369	N
AEK	JND	365	HU
ILR	SXN	507	U
HPA	UEK	798	N
CGW	YVJ	573	U
QVP	SRZ	100	HU
RWC	SZE	452	N
ZJU	JFO	527	U
JCZ	GIC	529	N
PGD	IHN	442	N
ETI	VQC	627	N
AXX	KGV	584	N
QHW	LPD	436	U
XVD	GBV	759	HU
EVJ	CHM	233	HU
KNG	TIP	376	U
OOU	YSR	304	U
CEP	THI	550	N
DWZ	HPA	507	U
QZO	CTS	375	N
WKT	GYR	46	N
MGI	JMV	759	N
NUT	TYL	519	N
ANY	VZB	687	N
FMK	RVY	530	N
RPM	FWK	464	N
APT	OFO	512	HU
ZWY	HXU	234	U
WOV	KPY	714	HU
EYP	CBH	238	HU
OJH	DDV	477	HU
DLI	SAQ	447	HU
AYI	YVF	706	U
NLP	MRZ	642	N
TWZ	VCD	516	N
ZGI	EOH	498	N
JHH	HQQ	550	HU
DRR	IPZ	444	N
XKP	AXS	906	N
RCS	CCI	265	N
AJU	TWZ	303	U
FZZ	EJO	797	HU
NKZ	FUM	291	U
PYK	HJH	317	HU
IKB	RRN	448	N
MIW	TBY	341	N
EOB	EOH	462	N
FUX	BGC	525	HU
QPJ	BKZ	313	HU
DPJ	BPN	510	N
OCA	HTL	455	U
XZE	JRY	821	U
VNU	MYT	316	N
FZZ	SJI	533	U
KPZ	GBP	632	N
NIN	LXX	166	N
GTY	ZUL	334	HU
RJY	TGZ	299	N
JEG	CIC	830	N
QHW	QLI	767	U
FMK	QJQ	382	N
BFY	TKJ	320	N
GMI	GZC	360	U
XHN	YWP	302	HU
KJH	MYZ	124	N
AKB	NOG	599	U
KRP	SHG	790	N
PKO	NIN	549	U
OQA	HPA	871	U
JPE	FSX	728	U
BNS	FUX	442	U
TSM	DEG	801	U
UIZ	NVN	868	HU
PWI	UQR	1119	HU
ZMO	FAF	462	U
BZC	IJD	502	N
RJY	NXQ	805	U
YKD	XVD	362	N
XAD	EZW	307	HU
IKW	GED	498	U
YQW	DQP	393	HU
ECV	UTG	958	N
JMV	VXM	210	U
IFV	DQP	430	HU
IUQ	CIC	360	HU
GZM	FJD	512	N
GWX	SSS	622	U
HJH	DDC	578	HU
YAD	RBW	454	N
SXR	FUM	677	N
FSK	VKG	587	HU
PAD	TLF	316	U
HWB	IKB	469	HU
KNI	DPJ	519	HU
SRZ	VFO	451	N
FUM	UAD	469	HU
QGZ	GXL	603	HU
CZY	ZGI	507	HU
RRN	FSX	494	HU
PYK	QGQ	490	U
ZZQ	QXV	613	U
KDX	TKE	462	U
ZMF	DOA	584	HU
HGC	SZB	687	HU
ZPX	VWW	645	U
KKP	GIC	646	U
ZVD	PTO	626	U
EJZ	UKJ	820	N
TAY	KVY	472	U
KUI	FJD	663	U
NCW	OCX	658	U
EVS	FJQ	353	U
PAE	ZHF	310	HU
GGJ	NOG	120	HU
FEL	GRC	336	U
KOK	KGO	433	HU
ITQ	ZJB	650	N
XKJ	BAC	260	HU
BUN	JYB	775	HU
ALJ	CGO	782	HU
TYX	HGP	326	N
RFL	QGZ	425	N
NDU	CIR	207	U
YQX	BKZ	636	U
NZW	QXV	424	N
UIO	UPD	359	U
FLU	SWL	715	N
YZA	FZZ	421	HU
GXL	DDC	503	HU
IIR	SKK	521	HU
RWH	TIP	520	HU
ZKP	YZA	133	HU
NDU	MYZ	566	N
HGC	QES	444	N
YXD	TLF	547	N
PUS	TUF	642	U
IFV	PFY	801	N
VKG	FIW	645	N
IRB	NCW	523	N
DDC	GCA	495	HU
RUO	FCY	795	N
GOX	XAD	399	N
PGP	JFB	480	N
EOZ	VFO	801	N
OBY	RYV	335	HU
WDQ	RGG	380	HU
FAS	LNA	548	HU
JIA	UYB	497	N
BGV	OCX	754	HU
GZM	QGE	387	HU
KEU	QXV	238	HU
JZZ	URW	211	N
RNV	KPZ	3	HU
JHZ	XVT	464	U
KDX	WCB	597	U
XKP	MGS	411	U
KCM	HVJ	622	U
OWR	AXX	754	N
UOA	KQH	829	U
SST	HFG	340	HU
BGA	GQI	798	N
SWT	STC	525	U
CIC	IJD	634	HU
GEM	YVI	667	HU
WGM	HSU	756	HU
QHW	VOM	275	N
SXN	UAD	347	HU
DMP	HEP	403	N
ADF	LZJ	678	U
VXP	ZPO	190	U
PMV	XAD	362	U
CYO	NOG	331	U
JND	KME	381	HU
YYU	VXP	653	U
ZQJ	SIV	331	N
JXG	GJK	404	HU
SZE	QSJ	235	HU
RPP	VKC	583	N
GYR	FFJ	607	U
GVY	BMT	495	U
QVN	HQX	438	U
JHH	YRG	849	HU
DPJ	HWA	313	N
XPK	ZGI	532	U
DVT	OUA	291	HU
UKX	JUE	555	U
WTO	SHG	599	U
VPO	SDJ	536	N
XKJ	XTN	655	HU
EEZ	IHN	533	HU
TDX	CJG	323	U
ONC	HQQ	433	HU
ZXZ	URY	262	U
ZZG	PRS	556	U
IAR	FDB	458	HU
FPH	MFZ	424	U
JXG	JFB	340	U
EWS	EPW	577	HU
RXJ	DKD	726	U
JLJ	EDR	476	N
GWQ	KOK	785	N
NLP	GZM	484	U
HGA	DVB	678	U
XQU	HGP	488	HU
YFF	YSR	378	N
WLW	NCD	563	HU
JIJ	CEW	637	N
LRA	GZC	497	U
TCY	KQK	311	N
HIB	VCP	310	U
GXL	OZR	625	HU
XDF	OTD	490	HU
FQM	UIZ	504	U
TYL	FSK	515	U
BHV	RPD	825	U
UCA	AYI	322	HU
XJY	JNF	594	HU
QLI	MFZ	377	U
ZKP	GKR	844	HU
ZHF	IPZ	395	N
MYG	FJD	482	U
CCI	LNA	677	U
ILR	JCZ	531	U
QGE	HEG	450	N
LBB	ROO	644	HU
QOY	HTL	668	U
PGD	UYU	469	HU
EUI	EDR	125	U
XEW	KQU	596	N
EEB	QLI	651	HU
AXX	RWW	342	U
NOG	HXU	116	N
ZKP	DNH	736	U
DVT	UHB	536	U
LWN	IEE	435	U
KWZ	RVS	482	N
UUM	ENT	644	HU
YQW	JCH	806	N
YVJ	KPY	373	N
ETI	MYZ	610	U
ZQM	FCT	460	N
RAE	JLJ	405	U
TCJ	XTN	512	N
JOJ	XAH	387	N
UZH	JTW	627	N
WFM	III	564	N
ZJY	EFU	506	N
ZZE	EIV	382	HU
SXN	AJH	724	U
OEF	AAK	303	U
HCB	XHN	323	HU
ZYH	XDF	525	HU
KUA	YUI	622	HU
HRF	BMT	439	HU
KPZ	TYX	649	N
MGS	QMI	604	N
NXX	DVF	141	U
IFV	VWW	686	N
GZQ	TUF	488	U
GZE	UBZ	580	U
IVV	YZK	460	U
JAZ	GYS	297	U
SOW	XLY	388	U
OEF	FTT	198	HU
KQH	BQI	610	HU
KFE	RWW	320	N
LRA	SXN	582	U
HBF	BFY	654	N
ZPO	WKS	701	HU
SFM	LND	349	N
VLG	YGM	514	HU
XKY	SZE	748	HU
JEG	NVT	640	HU
LZJ	MGS	829	U
IEG	VNU	243	HU
SDS	XTP	718	HU
HWB	KNI	637	U
FUX	WCF	1071	N
CGX	BMT	427	U
ZFO	XAH	545	HU
KIK	WMF	194	U
EZW	EEM	375	N
AYK	TCY	563	N
TWD	FIX	243	HU
EWS	ZJY	637	HU
SOW	TLF	664	HU
TIP	EKM	325	HU
TGG	YBB	667	U
EBF	QSJ	181	HU
QVW	FIW	670	N
RTI	JMV	537	U
NYT	QYJ	564	HU
YGM	RWT	526	HU
HGC	ZCV	433	HU
ANY	BMT	454	U
KPY	CIR	609	HU
RUB	LQN	691	U
NOG	BHV	336	N
UEK	ZZG	80	N
HRF	SDS	931	N
FJQ	QFW	613	HU
RJY	BQI	600	U
YBW	MYG	636	N
VWX	JIA	432	U
CNE	MNT	23	N
LVL	BLT	795	N
LKF	UJF	637	N
ANY	DOA	651	N
NLV	EVS	432	HU
WCN	UXP	224	N
JBR	WEW	192	HU
AXX	YVF	877	HU
SOY	JCZ	504	U
ZVX	ZTU	117	HU
OHP	WFM	517	N
FDB	OKW	505	HU
ZTW	VPO	532	N
NDQ	AQD	679	HU
RDO	NOG	501	U
BEX	FCT	387	HU
UES	BUS	457	HU
LZB	KZQ	487	N
WPL	DMP	495	N
WPO	GOX	605	U
EYP	DYX	393	U
GIC	ZQM	662	N
TIP	NBS	685	HU
RNV	MYL	505	HU
FDB	TTS	144	U
ZJU	KJH	622	U
CDE	XHU	532	U
WER	MTJ	715	HU
PRS	ANY	503	N
LUQ	EVJ	367	HU
VRW	HAD	609	U
SKP	HZE	762	HU
UEB	SSP	454	N
CBV	ZFO	406	HU
MZD	EUI	687	U
GOJ	KJH	337	U
RGQ	CJG	725	HU
BGC	CLK	324	HU
SFB	EPW	725	U
CIM	XCD	534	U
UCW	VCP	107	U
BXQ	JLP	867	N
NTD	LPK	659	N
GED	LRA	560	N
PUS	ADF	412	N
SHU	ZHF	322	U
OZR	YYE	521	HU
OBI	YBV	422	HU
ZKP	RQF	829	HU
LPO	KME	395	U
JOJ	KUA	304	HU
GBP	DED	456	N
VCH	EVT	503	HU
RQR	VCH	693	HU
TRA	TAY	401	HU
RKX	EFK	594	N
IWU	ADF	859	HU
CBO	UCW	485	HU
HVJ	QGE	9	HU
WXE	OVR	472	U
EUI	KPC	223	U
ZUL	YZF	444	U
ALJ	IJD	661	U
UPD	PGD	827	N
LBB	GJK	300	HU
KOV	ZZG	325	U
QZO	UKX	447	N
BQI	STC	848	N
JPE	GIC	295	HU
BHB	TRA	598	HU
YZD	SOQ	251	N
FVG	ZTW	250	N
EDI	MCY	689	U
CJG	PML	655	HU
CYO	KWZ	326	N
YQM	HTL	210	N
XHF	VSJ	541	N
CEM	OVR	478	U
AYK	RWH	697	U
HGD	FAS	312	HU
BGC	JHH	149	N
SAQ	BKX	353	N
CTR	ZXZ	147	U
FZP	JTW	631	U
BLT	ONC	621	N
DXL	SJI	337	HU
GZM	BAC	479	HU
ZVD	TYP	545	U
VNU	JWA	541	U
NIV	RFL	333	HU
HXK	MTK	241	U
VKA	ISF	385	N
LUQ	QMZ	361	N
QVR	NCW	573	HU
OBF	ILL	702	HU
AVF	UDH	402	U
LSO	OUQ	561	U
KIK	BNC	686	U
XVV	QYJ	436	U
LPD	XTP	451	N
OUF	HQQ	189	N
XPK	KME	298	N
CDE	NER	592	U
SJN	SQN	558	N
WTJ	ZKP	659	N
YBV	VNF	223	N
DKD	AEG	579	N
UES	EOZ	608	N
TWD	MVX	785	HU
SDJ	ZCV	227	N
TCJ	WKS	551	U
BKX	BGC	519	HU
YSR	NXX	656	HU
JCH	AOF	433	N
RBW	UWT	495	U
MTJ	UCA	675	U
BHA	SXN	680	U
KIK	NYT	668	HU
PAD	JHZ	511	N
XTN	RRJ	452	N
RWT	HFP	477	U
QQE	JTW	224	HU
WFM	UDH	681	U
ZWP	FCU	181	HU
EEZ	CIU	659	N
CEW	GQI	568	HU
LKF	SOB	444	N
KPZ	NGF	313	U
HGD	BBP	532	U
ZTU	YBV	834	N
YQW	JLJ	602	N
EEM	ZYH	447	HU
BDV	RQF	629	N
YSR	RXJ	577	N
MHR	UYU	672	HU
HRI	GWQ	219	HU
ITZ	CIC	641	HU
NOH	EFU	964	HU
FVG	WPL	171	U
ZLP	GQI	726	HU
JMV	RGQ	397	U
BGV	TBY	423	N
KJH	LPD	540	U
ZJY	KZS	481	N
ZVR	WTO	619	N
JPE	BMT	511	N
MHV	IVV	425	N
NXA	XCD	458	N
VKO	SKK	533	U
DGN	PCI	196	U
BUS	GZE	483	N
QFW	PAD	535	HU
BCS	IPY	343	U
FDA	QHW	908	HU
IPY	ETI	488	N
IWU	BQC	551	U
GXL	JYB	333	N
PTO	MQI	542	N
CDE	PGE	491	HU
JWA	TPT	202	U
XZE	SJN	280	N
HAD	VSP	296	N
UYY	JIA	156	U
AXS	KUA	231	N
XZE	EIV	439	U
SSP	GKR	753	N
QSJ	GHK	790	HU
RYV	YZF	581	N
PGE	TBE	202	N
NXQ	QZO	706	HU
KJH	KQH	284	N
VCH	AVF	439	HU
UEA	RJX	311	N
ZMF	RRJ	631	N
LQN	FPH	893	N
NIV	SDS	454	N
VKS	AXK	292	HU
QES	KHM	745	U
ZIH	OQA	398	U
XMH	NER	440	N
VLG	BGA	158	HU
XVD	SHG	526	HU
MOI	QZO	544	U
KNG	WMF	383	U
GJV	GGJ	436	U
BXZ	VXM	413	U
ZOP	HQQ	638	N
JAZ	EFU	669	HU
PQT	ANY	639	U
UIO	JMU	422	HU
DKD	XOT	715	HU
UWV	III	260	U
SFM	UYG	446	U
DED	SSP	754	N
DMR	KSL	350	U
JGK	LBB	655	U
QGQ	QQE	527	HU
ITZ	YFF	624	HU
NIN	XTP	467	N
BGV	MRB	575	N
SFB	JMV	616	U
FPH	PIH	553	U
WJZ	DVT	629	HU
KDV	QOY	688	U
CGW	RWT	503	HU
THJ	OBY	609	N
DYE	RGQ	318	HU
NER	GZQ	154	HU
SSS	PUS	1038	N
CLK	ANY	653	N
ANY	FCT	530	U
FZM	HJH	558	N
NYT	HRI	751	U
SQA	AXS	621	HU
HEP	BAX	568	HU
BTW	BLT	265	HU
BMT	JFO	383	HU
MGI	KWZ	90	N
ZCV	QMZ	688	N
AXS	MTK	662	U
HPA	FGF	510	HU
TYL	BUP	645	N
HSU	XHU	587	N
PPW	VTT	504	U
IHN	HPA	271	U
HQX	DWZ	389	U
HVJ	HFG	368	U
ZLP	AXK	727	HU
IHI	VLG	238	N
IWU	HPA	512	N
SQA	BOD	322	U
NRU	KVQ	453	HU
NGF	NXH	606	HU
NER	MGS	367	U
SOY	MCY	637	U
XEW	AUE	587	HU
XKP	NIV	366	U
FVG	PMV	376	N
VNF	JGK	358	N
FCU	CIM	195	U
OOU	YJP	683	N
VNP	XVT	422	U
TKA	QQE	509	U
QMI	EVJ	468	U
FLV	KWZ	613	HU
NIV	LPK	656	HU
JUO	HGA	864	U
TNV	ILR	499	U
SHG	XTN	315	HU
MRB	SSP	637	N
LVL	XAD	430	N
JLY	YZF	853	HU
JCZ	QFW	348	U
DDC	TRK	444	HU
ZXZ	SHG	520	U
XTN	WXE	575	HU
RUB	CEP	1056	N
QXV	YCP	475	U
MTP	GAM	344	N
XSD	QFG	289	HU
HJX	WCF	789	U
